# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),E0,E1,E2,E3,W1 (rad/s),W2 (rad/s),W3 (rad/s)
10.913067,-16.447229,230.417960,2221.590109,-1.263256,22.071745,157.982295,0.998360,-0.055119,-0.015424,0.000619,-0.003739,-0.002259,0.000000
10.999629,-16.556163,232.327084,2235.215638,-1.253634,22.038770,156.837530,0.998350,-0.055281,-0.015524,0.000621,-0.003818,-0.002428,0.000000
11.069736,-16.643776,233.871231,2246.178683,-1.245721,22.012257,155.913811,0.998341,-0.055417,-0.015614,0.000624,-0.003994,-0.002738,0.000000
11.139843,-16.730832,235.413526,2257.077075,-1.237787,21.985949,154.993131,0.998331,-0.055561,-0.015716,0.000628,-0.004227,-0.003102,0.000000
11.209950,-16.817334,236.953985,2267.911026,-1.229924,21.959892,154.075449,0.998321,-0.055713,-0.015830,0.000632,-0.004462,-0.003421,0.000000
11.280057,-16.903289,238.492627,2278.680745,-1.222208,21.934128,153.160723,0.998310,-0.055872,-0.015954,0.000636,-0.004650,-0.003617,0.000000
11.350165,-16.988709,240.029473,2289.386437,-1.214674,21.908684,152.248913,0.998299,-0.056037,-0.016082,0.000641,-0.004761,-0.003656,0.000000
11.428301,-17.083297,241.740235,2301.242968,-1.206486,21.880708,151.236077,0.998286,-0.056224,-0.016223,0.000646,-0.004791,-0.003532,0.000000
11.506437,-17.177251,243.448825,2313.020499,-1.198464,21.853116,150.226782,0.998273,-0.056410,-0.016357,0.000650,-0.004744,-0.003299,0.000000
11.584573,-17.270583,245.155273,2324.719304,-1.190524,21.825865,149.220988,0.998261,-0.056594,-0.016481,0.000654,-0.004666,-0.003050,0.000000
11.662709,-17.363296,246.859604,2336.339657,-1.182585,21.798906,148.218660,0.998249,-0.056775,-0.016597,0.000658,-0.004608,-0.002877,0.000000
11.740845,-17.455387,248.561839,2347.881825,-1.174589,21.772199,147.219761,0.998237,-0.056954,-0.016708,0.000661,-0.004607,-0.002833,0.000000
11.837675,-17.568641,250.668465,2362.077457,-1.164583,21.739421,145.986565,0.998222,-0.057178,-0.016846,0.000665,-0.004708,-0.002968,0.000000
11.934506,-17.680923,252.771935,2376.153927,-1.154518,21.707000,144.758491,0.998206,-0.057410,-0.016995,0.000670,-0.004904,-0.003243,0.000000
12.031336,-17.792231,254.872284,2390.111726,-1.144495,21.674972,143.535453,0.998189,-0.057652,-0.017159,0.000675,-0.005141,-0.003544,0.000000
12.128167,-17.902574,256.969552,2403.951338,-1.134619,21.643388,142.317364,0.998171,-0.057905,-0.017335,0.000681,-0.005358,-0.003760,0.000000
12.224998,-18.011971,259.063785,2417.673238,-1.124955,21.612286,141.104141,0.998153,-0.058168,-0.017519,0.000687,-0.005507,-0.003826,0.000000
12.333064,-18.132968,261.397484,2432.848862,-1.114427,21.578157,139.755800,0.998132,-0.058467,-0.017725,0.000694,-0.005576,-0.003726,0.000000
12.441129,-18.252838,263.727527,2447.879095,-1.104099,21.544612,138.413327,0.998111,-0.058768,-0.017922,0.000700,-0.005575,-0.003532,0.000000
12.549195,-18.371598,266.053973,2462.764565,-1.093854,21.511587,137.076635,0.998089,-0.059069,-0.018108,0.000705,-0.005566,-0.003371,0.000000
12.657261,-18.489252,268.376876,2477.505893,-1.083593,21.479013,135.745636,0.998068,-0.059370,-0.018289,0.000711,-0.005616,-0.003344,0.000000
12.765327,-18.605796,270.696281,2492.103689,-1.073278,21.446847,134.420242,0.998047,-0.059676,-0.018472,0.000716,-0.005756,-0.003483,0.000000
12.873393,-18.721224,273.012233,2506.558554,-1.062947,21.415088,133.100356,0.998024,-0.059991,-0.018665,0.000721,-0.005977,-0.003733,0.000000
12.981458,-18.835538,275.324776,2520.871077,-1.052690,21.383769,131.785879,0.998000,-0.060320,-0.018873,0.000728,-0.006229,-0.003995,0.000000
13.089524,-18.948751,277.633960,2535.041838,-1.042600,21.352935,130.476711,0.997975,-0.060662,-0.019094,0.000735,-0.006455,-0.004170,0.000000
13.197590,-19.060884,279.939839,2549.071406,-1.032726,21.322617,129.172757,0.997950,-0.061014,-0.019322,0.000742,-0.006614,-0.004211,0.000000
13.305656,-19.171961,282.242469,2562.960338,-1.023057,21.292817,127.873929,0.997923,-0.061374,-0.019548,0.000749,-0.006703,-0.004137,0.000000
13.413722,-19.282002,284.541906,2576.709185,-1.013535,21.263502,126.580147,0.997896,-0.061737,-0.019769,0.000755,-0.006750,-0.004017,0.000000
13.521787,-19.391033,286.838203,2590.318487,-1.004347,21.234704,125.291313,0.997870,-0.062101,-0.019979,0.000761,-0.006753,-0.003777,0.000000
13.543401,-19.412721,287.297090,2593.023649,-1.002594,21.229016,125.034129,0.997864,-0.062174,-0.020019,0.000762,-0.006741,-0.003679,0.000000
13.565014,-19.434372,287.755856,2595.723255,-1.000885,21.223356,124.777137,0.997859,-0.062246,-0.020058,0.000763,-0.006720,-0.003544,0.000000
13.586627,-19.455987,288.214499,2598.417309,-0.999218,21.217724,124.520335,0.997854,-0.062319,-0.020096,0.000764,-0.006689,-0.003375,0.000000
13.629853,-19.499109,289.131421,2603.788775,-0.995998,21.206538,124.007303,0.997843,-0.062462,-0.020164,0.000765,-0.006604,-0.002944,0.000000
13.673079,-19.542095,290.047861,2609.138080,-0.992907,21.195450,123.495030,0.997833,-0.062603,-0.020222,0.000766,-0.006494,-0.002416,0.000000
13.716306,-19.584949,290.963824,2614.465256,-0.989909,21.184447,122.983515,0.997824,-0.062742,-0.020268,0.000766,-0.006372,-0.001830,0.000000
13.759532,-19.627675,291.879313,2619.770339,-0.986969,21.173520,122.472754,0.997814,-0.062878,-0.020302,0.000765,-0.006248,-0.001227,0.000000
13.841066,-19.707920,293.604831,2629.716768,-0.981451,21.153076,121.511404,0.997798,-0.063128,-0.020330,0.000762,-0.006053,-0.000175,0.000000
13.922599,-19.787714,295.328689,2639.584925,-0.975797,21.132799,120.552713,0.997783,-0.063372,-0.020320,0.000756,-0.005956,0.000589,0.000000
13.990071,-19.853390,296.753991,2647.692112,-0.970901,21.116113,119.761363,0.997771,-0.063572,-0.020294,0.000751,-0.005978,0.000896,0.000000
14.057543,-19.918727,298.178170,2655.745965,-0.965771,21.099504,118.971804,0.997758,-0.063775,-0.020263,0.000744,-0.006098,0.000882,0.000000
14.125014,-19.983711,299.601231,2663.746605,-0.960423,21.082978,118.184018,0.997745,-0.063983,-0.020237,0.000739,-0.006303,0.000575,0.000000
14.192486,-20.048327,301.023180,2671.694151,-0.954908,21.066550,117.397982,0.997732,-0.064200,-0.020226,0.000734,-0.006571,0.000042,0.000000
14.259958,-20.112568,302.444025,2679.588721,-0.949302,21.050242,116.613671,0.997717,-0.064426,-0.020236,0.000730,-0.006875,-0.000629,0.000000
14.339072,-20.187411,304.108652,2688.778233,-0.942727,21.031305,115.696188,0.997698,-0.064705,-0.020277,0.000727,-0.007239,-0.001462,0.000000
14.418186,-20.261738,305.771789,2697.895250,-0.936281,21.012602,114.781006,0.997678,-0.064997,-0.020350,0.000725,-0.007572,-0.002205,0.000000
14.497301,-20.335564,307.433457,2706.939953,-0.930079,20.994164,113.868089,0.997656,-0.065301,-0.020449,0.000726,-0.007841,-0.002745,0.000000
14.576415,-20.408911,309.093677,2715.912519,-0.924191,20.976005,112.957403,0.997633,-0.065615,-0.020565,0.000727,-0.008029,-0.003013,0.000000
14.655530,-20.481805,310.752472,2724.813125,-0.918641,20.958128,112.048922,0.997609,-0.065934,-0.020685,0.000728,-0.008137,-0.002998,0.000000
14.734644,-20.554273,312.409863,2733.641942,-0.913403,20.940520,111.142619,0.997586,-0.066256,-0.020799,0.000729,-0.008178,-0.002735,0.000000
14.813758,-20.626337,314.065871,2742.399144,-0.908416,20.923160,110.238474,0.997562,-0.066579,-0.020900,0.000729,-0.008175,-0.002300,0.000000
14.892873,-20.698014,315.720515,2751.084900,-0.903596,20.906020,109.336467,0.997539,-0.066901,-0.020981,0.000727,-0.008158,-0.001786,0.000000
14.981701,-20.778042,317.576719,2760.752202,-0.898271,20.887003,108.326232,0.997513,-0.067262,-0.021048,0.000724,-0.008155,-0.001232,0.000000
15.070530,-20.857597,319.431242,2770.329884,-0.892932,20.868196,107.318643,0.997488,-0.067624,-0.021092,0.000720,-0.008200,-0.000812,0.000000
15.159358,-20.936675,321.284104,2779.818180,-0.887498,20.849572,106.313670,0.997462,-0.067990,-0.021123,0.000714,-0.008314,-0.000602,0.000000
15.248187,-21.015264,323.135319,2789.217321,-0.881933,20.831123,105.311280,0.997436,-0.068362,-0.021149,0.000708,-0.008503,-0.000629,0.000000
15.337015,-21.093354,324.984903,2798.527535,-0.876246,20.812849,104.311439,0.997409,-0.068744,-0.021182,0.000702,-0.008757,-0.000871,0.000000
15.438714,-21.182134,327.100503,2809.077866,-0.869645,20.792159,103.169805,0.997377,-0.069196,-0.021236,0.000696,-0.009104,-0.001337,0.000000
15.519284,-21.251991,328.775062,2817.353839,-0.864411,20.775959,102.267663,0.997350,-0.069568,-0.021298,0.000692,-0.009400,-0.001775,0.000000
15.599853,-21.321428,330.448322,2825.557209,-0.859230,20.759944,101.367521,0.997321,-0.069951,-0.021378,0.000690,-0.009696,-0.002210,0.000000
15.680423,-21.390452,332.120300,2833.688133,-0.854154,20.744125,100.469349,0.997291,-0.070346,-0.021475,0.000688,-0.009976,-0.002591,0.000000
15.760992,-21.459071,333.791012,2841.746771,-0.849222,20.728512,99.573119,0.997260,-0.070752,-0.021585,0.000687,-0.010231,-0.002876,0.000000
15.861982,-21.544532,335.883410,2851.746058,-0.843281,20.709238,98.452439,0.997220,-0.071274,-0.021736,0.000687,-0.010505,-0.003064,0.000000
15.962972,-21.629406,337.973879,2861.632318,-0.837623,20.690294,97.334721,0.997178,-0.071809,-0.021891,0.000686,-0.010728,-0.003055,0.000000
16.063962,-21.713721,340.062451,2871.405847,-0.832220,20.671665,96.219922,0.997135,-0.072354,-0.022043,0.000685,-0.010913,-0.002886,0.000000
16.164953,-21.797502,342.149156,2881.066938,-0.827011,20.653331,95.108002,0.997092,-0.072908,-0.022183,0.000683,-0.011081,-0.002627,0.000000
16.265943,-21.880764,344.234024,2890.615880,-0.821923,20.635264,93.998922,0.997048,-0.073470,-0.022308,0.000679,-0.011257,-0.002355,0.000000
16.377784,-21.972378,346.540798,2901.060326,-0.816351,20.615544,92.773939,0.996998,-0.074104,-0.022433,0.000674,-0.011483,-0.002119,0.000000
16.489626,-22.063369,348.845382,2911.367958,-0.810778,20.596102,91.552338,0.996947,-0.074751,-0.022547,0.000668,-0.011761,-0.002013,0.000000
16.601467,-22.153735,351.147806,2921.539152,-0.805173,20.576926,90.334064,0.996894,-0.075416,-0.022660,0.000662,-0.012097,-0.002062,0.000000
16.713309,-22.243472,353.448100,2931.574275,-0.799536,20.558014,89.119059,0.996840,-0.076101,-0.022780,0.000655,-0.012487,-0.002255,0.000000
16.825150,-22.332579,355.746294,2941.473690,-0.793896,20.539371,87.907263,0.996782,-0.076808,-0.022914,0.000649,-0.012918,-0.002554,0.000000
16.961256,-22.440170,358.540309,2953.338298,-0.787095,20.517060,86.436801,0.996709,-0.077703,-0.023102,0.000643,-0.013475,-0.002985,0.000000
17.097363,-22.546843,361.331315,2965.003080,-0.780448,20.495180,84.970895,0.996630,-0.078636,-0.023319,0.000638,-0.014039,-0.003393,0.000000
17.233469,-22.652625,364.119374,2976.468646,-0.774026,20.473744,83.509439,0.996548,-0.079607,-0.023562,0.000635,-0.014592,-0.003704,0.000000
17.369575,-22.757552,366.904545,2987.735595,-0.767859,20.452749,82.052330,0.996460,-0.080615,-0.023821,0.000632,-0.015127,-0.003892,0.000000
17.505682,-22.861656,369.686888,2998.804514,-0.761936,20.432182,80.599472,0.996369,-0.081659,-0.024089,0.000628,-0.015654,-0.003973,0.000000
17.641788,-22.964970,372.466460,3009.675973,-0.756222,20.412023,79.150775,0.996273,-0.082738,-0.024360,0.000624,-0.016187,-0.003984,0.000000
17.777894,-23.067518,375.243315,3020.350534,-0.750674,20.392254,77.706151,0.996173,-0.083854,-0.024630,0.000619,-0.016742,-0.003969,0.000000
17.914000,-23.169319,378.017505,3030.828745,-0.745252,20.372853,76.265516,0.996069,-0.085008,-0.024899,0.000613,-0.017332,-0.003970,0.000000
18.050107,-23.270389,380.789078,3041.111143,-0.739918,20.353805,74.828785,0.995959,-0.086204,-0.025170,0.000607,-0.017966,-0.004019,0.000000
18.273619,-23.434803,385.334963,3057.573320,-0.731287,20.323253,72.477652,0.995767,-0.088266,-0.025630,0.000594,-0.019124,-0.004258,0.000000
18.497130,-23.597303,389.874118,3073.511107,-0.722795,20.293575,70.136444,0.995557,-0.090465,-0.026127,0.000581,-0.020431,-0.004694,0.000000
18.720642,-23.757925,394.406736,3088.926681,-0.714493,20.264757,67.804785,0.995325,-0.092817,-0.026681,0.000570,-0.021873,-0.005251,0.000000
18.944154,-23.916719,398.933007,3103.822134,-0.706472,20.236788,65.482305,0.995071,-0.095335,-0.027299,0.000560,-0.023431,-0.005820,0.000000
19.124154,-24.043320,402.573652,3115.441125,-0.700260,20.214872,63.618378,0.994847,-0.097492,-0.027841,0.000553,-0.024765,-0.006238,0.000000
19.304154,-24.168824,406.210400,3126.725110,-0.694270,20.193477,61.759992,0.994604,-0.099772,-0.028418,0.000545,-0.026178,-0.006620,0.000000
19.484155,-24.293270,409.843342,3137.675071,-0.688477,20.172578,59.906973,0.994342,-0.102181,-0.029028,0.000537,-0.027685,-0.006988,0.000000
19.664155,-24.416689,413.472566,3148.291958,-0.682855,20.152149,58.059151,0.994058,-0.104729,-0.029671,0.000529,-0.029304,-0.007366,0.000000
19.844155,-24.539109,417.098152,3158.576692,-0.677384,20.132162,56.216358,0.993749,-0.107427,-0.030349,0.000520,-0.031053,-0.007771,0.000000
20.024155,-24.660556,420.720178,3168.530163,-0.672046,20.112592,54.378429,0.993414,-0.110287,-0.031065,0.000510,-0.032945,-0.008215,0.000000
20.212098,-24.786353,424.498298,3178.570265,-0.666654,20.092453,52.464436,0.993031,-0.113464,-0.031856,0.000498,-0.035168,-0.008701,0.000000
20.400041,-24.911157,428.272649,3188.251116,-0.661502,20.072408,50.555441,0.992610,-0.116865,-0.032691,0.000484,-0.037824,-0.009157,0.000000
20.587984,-25.035013,432.043244,3197.573640,-0.656587,20.052393,48.651274,0.992141,-0.120533,-0.033568,0.000466,-0.040997,-0.009573,0.000000
20.622211,-25.057471,432.729514,3199.232898,-0.655710,20.048765,48.305003,0.992050,-0.121233,-0.033731,0.000462,-0.041619,-0.009651,0.000000
20.656438,-25.079898,433.415660,3200.880306,-0.654837,20.045144,47.958884,0.991957,-0.121945,-0.033896,0.000458,-0.042250,-0.009730,0.000000
20.690665,-25.102297,434.101681,3202.515871,-0.653968,20.041532,47.612916,0.991863,-0.122668,-0.034062,0.000453,-0.042890,-0.009812,0.000000
20.724892,-25.124665,434.787580,3204.139597,-0.653103,20.037928,47.267098,0.991766,-0.123401,-0.034230,0.000449,-0.043540,-0.009895,0.000000
20.759119,-25.147004,435.473355,3205.751488,-0.652241,20.034332,46.921428,0.991667,-0.124146,-0.034399,0.000444,-0.044198,-0.009982,0.000000
20.827573,-25.191594,436.844538,3208.939791,-0.650528,20.027169,46.230529,0.991463,-0.125668,-0.034741,0.000434,-0.045539,-0.010163,0.000000
20.896027,-25.236067,438.215231,3212.080819,-0.648825,20.020048,45.540211,0.991251,-0.127236,-0.035090,0.000423,-0.046909,-0.010359,0.000000
20.964480,-25.280423,439.585438,3215.174611,-0.647130,20.012971,44.850464,0.991030,-0.128851,-0.035446,0.000412,-0.048303,-0.010570,0.000000
21.032934,-25.324664,440.955163,3218.221207,-0.645442,20.005941,44.161280,0.990799,-0.130513,-0.035809,0.000399,-0.049718,-0.010798,0.000000
21.101388,-25.368789,442.324408,3221.220645,-0.643758,19.998960,43.472649,0.990559,-0.132223,-0.036180,0.000386,-0.051154,-0.011045,0.000000
21.237146,-25.455958,445.038492,3227.029784,-0.640429,19.985262,42.108560,0.990053,-0.135759,-0.036941,0.000359,-0.054058,-0.011593,0.000000
21.372904,-25.542676,447.750731,3232.653878,-0.637106,19.971757,40.746554,0.989503,-0.139490,-0.037742,0.000329,-0.057040,-0.012223,0.000000
21.508662,-25.628943,450.461148,3238.093206,-0.633785,19.958438,39.386570,0.988908,-0.143423,-0.038588,0.000298,-0.060113,-0.012936,0.000000
21.644420,-25.714758,453.169769,3243.348040,-0.630464,19.945288,38.028550,0.988264,-0.147562,-0.039483,0.000266,-0.063294,-0.013733,0.000000
21.816393,-25.822819,456.598400,3249.740188,-0.626258,19.928838,36.311000,0.987369,-0.153116,-0.040698,0.000226,-0.067519,-0.014859,0.000000
21.988366,-25.930157,460.024218,3255.837223,-0.622054,19.912568,34.596411,0.986378,-0.159034,-0.042012,0.000185,-0.072020,-0.016112,0.000000
22.160338,-26.036773,463.447249,3261.639643,-0.617855,19.896418,32.884685,0.985279,-0.165342,-0.043437,0.000146,-0.076867,-0.017487,0.000000
22.332311,-26.142667,466.867509,3267.147931,-0.613664,19.880327,31.175728,0.984057,-0.172070,-0.044980,0.000108,-0.082128,-0.018981,0.000000
22.504284,-26.247840,470.285003,3272.362556,-0.609480,19.864240,29.469452,0.982695,-0.179253,-0.046654,0.000072,-0.087869,-0.020595,0.000000
22.757727,-26.401528,475.316444,3279.513208,-0.603323,19.840438,26.959549,0.980394,-0.190757,-0.049375,0.000023,-0.097327,-0.023200,0.000000
23.011170,-26.553655,480.341827,3286.028430,-0.597162,19.816411,24.455020,0.977671,-0.203487,-0.052430,-0.000024,-0.108127,-0.026096,0.000000
23.264613,-26.704218,485.361082,3291.909551,-0.590978,19.792060,21.955620,0.974435,-0.217605,-0.055853,-0.000069,-0.120422,-0.029317,0.000000
23.518056,-26.853209,490.374117,3297.157844,-0.584749,19.767322,19.461129,0.970572,-0.233285,-0.059682,-0.000112,-0.134342,-0.032898,0.000000
23.771499,-27.000614,495.380830,3301.774526,-0.578458,19.742170,16.971345,0.965942,-0.250712,-0.063956,-0.000156,-0.150001,-0.036879,0.000000
24.024942,-27.146416,500.381116,3305.760767,-0.572093,19.716605,14.486092,0.960380,-0.270069,-0.068718,-0.000200,-0.167494,-0.041296,0.000000
24.278385,-27.290594,505.374872,3309.117698,-0.565645,19.690651,12.005233,0.953684,-0.291541,-0.074013,-0.000246,-0.186909,-0.046182,0.000000
24.531828,-27.433127,510.362002,3311.846422,-0.559111,19.664323,9.528694,0.945614,-0.315305,-0.079883,-0.000294,-0.208349,-0.051572,0.000000
24.785271,-27.573990,515.342406,3313.948039,-0.552472,19.637578,7.056535,0.935883,-0.341533,-0.086371,-0.000343,-0.231987,-0.057516,0.000000
24.982902,-27.682655,519.221303,3315.152412,-0.547194,19.616333,5.132004,0.926922,-0.363805,-0.091887,-0.000382,-0.252153,-0.062592,0.000000
25.180533,-27.790264,523.095953,3315.976751,-0.541779,19.594565,3.210661,0.916543,-0.387766,-0.097827,-0.000422,-0.274165,-0.068138,0.000000
25.332600,-27.872326,526.074333,3316.352748,-0.537479,19.577297,1.734824,0.907441,-0.407414,-0.102703,-0.000452,-0.292664,-0.072805,0.000000
25.484667,-27.953722,529.050044,3316.504514,-0.533021,19.559419,0.261650,0.897224,-0.428180,-0.107860,-0.000482,-0.312873,-0.077908,0.000000
25.636735,-28.034426,532.022982,3316.432496,-0.528371,19.540797,-1.208294,0.885730,-0.450136,-0.113317,-0.000511,-0.335210,-0.083554,0.000000
25.788802,-28.114407,534.993027,3316.137238,-0.523507,19.521347,-2.674301,0.872764,-0.473368,-0.119096,-0.000539,-0.360170,-0.089869,0.000000
25.940869,-28.193632,537.960054,3315.619399,-0.518434,19.501101,-4.135543,0.858085,-0.497980,-0.125223,-0.000564,-0.388295,-0.096992,0.000000
26.092936,-28.272074,540.923956,3314.879771,-0.513204,19.480275,-5.591132,0.841403,-0.524079,-0.131728,-0.000587,-0.420120,-0.105060,0.000000
26.209566,-28.331694,543.195014,3314.162788,-0.509154,19.464188,-6.703138,0.827036,-0.545172,-0.136989,-0.000603,-0.447339,-0.111967,0.000000
26.326197,-28.390844,545.464207,3313.316350,-0.505160,19.448367,-7.810963,0.811106,-0.567244,-0.142499,-0.000615,-0.477169,-0.119543,0.000000
26.442827,-28.449536,547.731592,3312.340962,-0.501334,19.433270,-8.914359,0.793410,-0.590323,-0.148264,-0.000624,-0.509694,-0.127810,0.000000
26.559458,-28.507799,549.997286,3311.237148,-0.497817,19.419465,-10.013208,0.773727,-0.614412,-0.154287,-0.000629,-0.544907,-0.136769,0.000000
26.656006,-28.555736,551.871709,3310.226615,-0.495256,19.409491,-10.919446,0.755762,-0.635102,-0.159464,-0.000629,-0.576016,-0.144691,0.000000
26.752554,-28.603445,553.745251,3309.128730,-0.493122,19.401277,-11.822753,0.736133,-0.656435,-0.164806,-0.000625,-0.608769,-0.153038,0.000000
26.849102,-28.650973,555.618101,3307.943762,-0.491523,19.395254,-12.723406,0.714698,-0.678354,-0.170298,-0.000616,-0.642976,-0.161765,0.000000
26.945651,-28.698377,557.490493,3306.671951,-0.490562,19.391846,-13.621816,0.691318,-0.700779,-0.175922,-0.000602,-0.678380,-0.170806,0.000000
27.042199,-28.745722,559.362696,3305.313485,-0.490332,19.391427,-14.518543,0.665857,-0.723600,-0.181649,-0.000581,-0.714651,-0.180080,0.000000
27.138747,-28.793084,561.235015,3303.868495,-0.490906,19.394289,-15.414297,0.638197,-0.746679,-0.187445,-0.000554,-0.751376,-0.189483,0.000000
27.235296,-28.840541,563.107775,3302.337035,-0.492323,19.400595,-16.309936,0.608234,-0.769845,-0.193268,-0.000519,-0.788056,-0.198891,0.000000
27.315214,-28.879955,564.658530,3301.003930,-0.494133,19.408416,-17.051915,0.581637,-0.788942,-0.198072,-0.000484,-0.817963,-0.206575,0.000000
27.395132,-28.919535,566.210001,3299.611485,-0.496486,19.418458,-17.795094,0.553388,-0.807828,-0.202827,-0.000442,-0.847040,-0.214061,0.000000
27.475050,-28.959323,567.762354,3298.159577,-0.499317,19.430462,-18.540105,0.523487,-0.826361,-0.207497,-0.000394,-0.874840,-0.221236,0.000000
27.554968,-28.999353,569.315732,3296.648036,-0.502524,19.444020,-19.287575,0.491959,-0.844382,-0.212042,-0.000339,-0.900857,-0.227972,0.000000
27.634887,-29.039649,570.870237,3295.076641,-0.505968,19.458568,-20.038100,0.458858,-0.861730,-0.216422,-0.000276,-0.924524,-0.234127,0.000000
27.714805,-29.080225,572.425921,3293.445126,-0.509465,19.473377,-20.792206,0.424278,-0.878236,-0.220594,-0.000206,-0.945211,-0.239541,0.000000
27.794723,-29.121075,573.982769,3291.753187,-0.512796,19.487557,-21.550307,0.388346,-0.893730,-0.224515,-0.000127,-0.962225,-0.244039,0.000000
27.874641,-29.162176,575.540692,3290.000495,-0.515699,19.500068,-22.312662,0.351239,-0.908052,-0.228145,-0.000040,-0.974815,-0.247431,0.000000
27.954559,-29.203482,577.099510,3288.186704,-0.517887,19.509752,-23.079340,0.313176,-0.921050,-0.231446,0.000055,-0.982181,-0.249513,0.000000
28.034478,-29.244925,578.658949,3286.311473,-0.519051,19.515368,-23.850181,0.274425,-0.932597,-0.234385,0.000159,-0.983490,-0.250074,0.000000
28.114396,-29.286409,580.218633,3284.374485,-0.518873,19.515645,-24.624779,0.235304,-0.942593,-0.236937,0.000271,-0.977898,-0.248899,0.000000
28.194314,-29.327816,581.778086,3282.375464,-0.517045,19.509348,-25.402471,0.196175,-0.950971,-0.239084,0.000392,-0.964586,-0.245779,0.000000
28.274232,-29.369001,583.336735,3280.314196,-0.513284,19.495341,-26.182359,0.157439,-0.957713,-0.240822,0.000520,-0.942789,-0.240519,0.000000
28.337361,-29.401270,584.566935,3278.641876,-0.508784,19.478176,-26.799233,0.127406,-0.961898,-0.241908,0.000627,-0.919129,-0.234736,0.000000
28.400489,-29.433209,585.795870,3276.930607,-0.502830,19.455209,-27.416184,0.098117,-0.965113,-0.242750,0.000738,-0.889495,-0.227442,0.000000
28.463618,-29.464724,587.023165,3275.180405,-0.495356,19.426171,-28.032577,0.069803,-0.967419,-0.243363,0.000853,-0.853698,-0.218587,0.000000
28.526746,-29.495719,588.248430,3273.391325,-0.486320,19.390903,-28.647776,0.042698,-0.968892,-0.243766,0.000971,-0.811632,-0.208143,0.000000
28.589874,-29.526093,589.471271,3271.563462,-0.475713,19.349362,-29.261175,0.017031,-0.969628,-0.243982,0.001094,-0.763286,-0.196105,0.000000
28.653194,-29.555838,590.694988,3269.691227,-0.463514,19.301468,-29.874078,-0.007043,-0.969737,-0.244039,0.001219,-0.708577,-0.182451,0.000000
28.716514,-29.584761,591.915479,3267.780271,-0.449801,19.247526,-30.484164,-0.029228,-0.969340,-0.243966,0.001347,-0.647844,-0.167262,0.000000
28.779834,-29.612770,593.132369,3265.830784,-0.434645,19.187826,-31.091099,-0.049325,-0.968568,-0.243796,0.001477,-0.581403,-0.150618,0.000000
28.843154,-29.639775,594.345306,3263.842971,-0.418143,19.122744,-31.694689,-0.067152,-0.967555,-0.243561,0.001609,-0.509683,-0.132624,0.000000
28.906474,-29.665697,595.553965,3261.817046,-0.400407,19.052729,-32.294890,-0.082546,-0.966430,-0.243294,0.001742,-0.433213,-0.113412,0.000000
28.969794,-29.690460,596.758047,3259.753221,-0.381568,18.978292,-32.891813,-0.095366,-0.965317,-0.243026,0.001875,-0.352620,-0.093139,0.000000
29.065534,-29.725558,598.569358,3256.561177,-0.351307,18.858600,-33.788773,-0.109613,-0.963891,-0.242675,0.002077,-0.224548,-0.060875,0.000000
29.161274,-29.757675,600.368870,3253.283527,-0.319392,18.732202,-34.680438,-0.117427,-0.963027,-0.242451,0.002275,-0.091496,-0.027300,0.000000
29.257013,-29.786680,602.156051,3249.920679,-0.286418,18.601428,-35.568973,-0.118654,-0.962892,-0.242396,0.002469,0.043436,0.006808,0.000000
29.335980,-29.808211,603.620624,3247.083019,-0.258892,18.492093,-36.301287,-0.114699,-0.963350,-0.242482,0.002623,0.153806,0.034753,0.000000
29.414946,-29.827572,605.076567,3244.187497,-0.231510,18.383151,-37.034686,-0.106325,-0.964263,-0.242672,0.002770,0.261283,0.062009,0.000000
29.493912,-29.844790,606.523981,3241.233973,-0.204733,18.276406,-37.770559,-0.093678,-0.965508,-0.242933,0.002908,0.363902,0.088081,0.000000
29.572879,-29.859935,607.963118,3238.222202,-0.179070,18.173861,-38.510073,-0.076979,-0.966910,-0.243223,0.003034,0.459674,0.112466,0.000000
29.651845,-29.873115,609.394394,3235.151863,-0.155074,18.077705,-39.254033,-0.056537,-0.968255,-0.243488,0.003148,0.546602,0.134659,0.000000
29.730811,-29.884485,610.818405,3232.022589,-0.133330,17.990267,-40.002751,-0.032744,-0.969306,-0.243669,0.003248,0.622694,0.154155,0.000000
29.809778,-29.894247,612.235934,3228.834010,-0.114431,17.913937,-40.755943,-0.006085,-0.969830,-0.243709,0.003330,0.685983,0.170456,0.000000
29.888744,-29.902647,613.647951,3225.585805,-0.098951,17.851040,-41.512675,0.022866,-0.969618,-0.243556,0.003395,0.734562,0.183076,0.000000
29.967710,-29.909977,615.055601,3222.277754,-0.087401,17.803680,-42.271363,0.053447,-0.968510,-0.243171,0.003440,0.766641,0.191558,0.000000
30.046676,-29.916564,616.460183,3218.909783,-0.080185,17.773562,-43.029856,0.084922,-0.966419,-0.242536,0.003466,0.780632,0.195495,0.000000
30.125643,-29.922761,617.863106,3215.482007,-0.077566,17.761835,-43.785592,0.116494,-0.963345,-0.241651,0.003472,0.775254,0.194555,0.000000
30.204609,-29.928936,619.265849,3211.994750,-0.079631,17.768970,-44.535841,0.147331,-0.959389,-0.240547,0.003460,0.749663,0.188516,0.000000
